Name: Microsoft Server Speech Text to Speech Voice (af-ZA, AdriNeural), ShortName: af-ZA-AdriNeural, Locale: af-ZA, Gender: SynthesisVoiceGender.Female
Name: Microsoft Server Speech Text to Speech Voice (ca-ES, EnricNeural), ShortName: ca-ES-EnricNeural, Locale: ca-ES, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (ca-ES, AlbaNeural), ShortName: ca-ES-AlbaNeural, Locale: ca-ES, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (cs-CZ, VlastaNeural), ShortName: cs-CZ-VlastaNeural, Locale: cs-CZ, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (cs-CZ, AntoninNeural), ShortName: cs-CZ-AntoninNeural, Locale: cs-CZ, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (cy-GB, NiaNeural), ShortName: cy-GB-NiaNeural, Locale: cy-GB, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (cy-GB, AledNeural), ShortName: cy-GB-AledNeural, Locale: cy-GB, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (da-DK, ChristelNeural), ShortName: da-DK-ChristelNeural, Locale: da-DK, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (da-DK, JeppeNeural), ShortName: da-DK-JeppeNeural, Locale: da-DK, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (de-AT, IngridNeural), ShortName: de-AT-IngridNeural, Locale: de-AT, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (de-AT, JonasNeural), ShortName: de-AT-JonasNeural, Locale: de-AT, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (de-CH, LeniNeural), ShortName: de-CH-LeniNeural, Locale: de-CH, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (de-CH, JanNeural), ShortName: de-CH-JanNeural, Locale: de-CH, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (de-DE, KatjaNeural), ShortName: de-DE-KatjaNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (de-DE, ConradNeural), ShortName: de-DE-ConradNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (de-DE, SeraphinaMultilingualNeural), ShortName: de-DE-SeraphinaMultilingualNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (de-DE, FlorianMultilingualNeural), ShortName: de-DE-FlorianMultilingualNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (de-DE, AmalaNeural), ShortName: de-DE-AmalaNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (de-DE, BerndNeural), ShortName: de-DE-BerndNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (de-DE, ChristophNeural), ShortName: de-DE-ChristophNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (de-DE, ElkeNeural), ShortName: de-DE-ElkeNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (de-DE, GiselaNeural), ShortName: de-DE-GiselaNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (de-DE, KasperNeural), ShortName: de-DE-KasperNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (de-DE, KillianNeural), ShortName: de-DE-KillianNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (de-DE, KlarissaNeural), ShortName: de-DE-KlarissaNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (de-DE, KlausNeural), ShortName: de-DE-KlausNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (de-DE, LouisaNeural), ShortName: de-DE-LouisaNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (de-DE, MajaNeural), ShortName: de-DE-MajaNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (de-DE, RalfNeural), ShortName: de-DE-RalfNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (de-DE, TanjaNeural), ShortName: de-DE-TanjaNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Female

Name: de-DE-Florian:DragonHDLatestNeural, ShortName: de-DE-Florian:DragonHDLatestNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Male

Name: de-DE-Seraphina:DragonHDLatestNeural, ShortName: de-DE-Seraphina:DragonHDLatestNeural, Locale: de-DE, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (el-GR, AthinaNeural), ShortName: el-GR-AthinaNeural, Locale: el-GR, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (el-GR, NestorasNeural), ShortName: el-GR-NestorasNeural, Locale: el-GR, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-AU, NatashaNeural), ShortName: en-AU-NatashaNeural, Locale: en-AU, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-AU, WilliamNeural), ShortName: en-AU-WilliamNeural, Locale: en-AU, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-AU, WilliamMultilingualNeural), ShortName: en-AU-WilliamMultilingualNeural, Locale: en-AU, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-AU, AnnetteNeural), ShortName: en-AU-AnnetteNeural, Locale: en-AU, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-AU, CarlyNeural), ShortName: en-AU-CarlyNeural, Locale: en-AU, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-AU, DarrenNeural), ShortName: en-AU-DarrenNeural, Locale: en-AU, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-AU, DuncanNeural), ShortName: en-AU-DuncanNeural, Locale: en-AU, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-AU, ElsieNeural), ShortName: en-AU-ElsieNeural, Locale: en-AU, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-AU, FreyaNeural), ShortName: en-AU-FreyaNeural, Locale: en-AU, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-AU, JoanneNeural), ShortName: en-AU-JoanneNeural, Locale: en-AU, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-AU, KenNeural), ShortName: en-AU-KenNeural, Locale: en-AU, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-AU, KimNeural), ShortName: en-AU-KimNeural, Locale: en-AU, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-AU, NeilNeural), ShortName: en-AU-NeilNeural, Locale: en-AU, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-AU, TimNeural), ShortName: en-AU-TimNeural, Locale: en-AU, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-AU, TinaNeural), ShortName: en-AU-TinaNeural, Locale: en-AU, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-CA, ClaraNeural), ShortName: en-CA-ClaraNeural, Locale: en-CA, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-CA, LiamNeural), ShortName: en-CA-LiamNeural, Locale: en-CA, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-GB, SoniaNeural), ShortName: en-GB-SoniaNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-GB, RyanNeural), ShortName: en-GB-RyanNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-GB, LibbyNeural), ShortName: en-GB-LibbyNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-GB, AdaMultilingualNeural), ShortName: en-GB-AdaMultilingualNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-GB, OllieMultilingualNeural), ShortName: en-GB-OllieMultilingualNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-GB, AbbiNeural), ShortName: en-GB-AbbiNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-GB, AlfieNeural), ShortName: en-GB-AlfieNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-GB, BellaNeural), ShortName: en-GB-BellaNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-GB, ElliotNeural), ShortName: en-GB-ElliotNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-GB, EthanNeural), ShortName: en-GB-EthanNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-GB, HollieNeural), ShortName: en-GB-HollieNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-GB, MaisieNeural), ShortName: en-GB-MaisieNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-GB, NoahNeural), ShortName: en-GB-NoahNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-GB, OliverNeural), ShortName: en-GB-OliverNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-GB, OliviaNeural), ShortName: en-GB-OliviaNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-GB, ThomasNeural), ShortName: en-GB-ThomasNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-GB, MiaNeural), ShortName: en-GB-MiaNeural, Locale: en-GB, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-HK, YanNeural), ShortName: en-HK-YanNeural, Locale: en-HK, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-HK, SamNeural), ShortName: en-HK-SamNeural, Locale: en-HK, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-IE, EmilyNeural), ShortName: en-IE-EmilyNeural, Locale: en-IE, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-IE, ConnorNeural), ShortName: en-IE-ConnorNeural, Locale: en-IE, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-IN, AartiIndicNeural), ShortName: en-IN-AartiIndicNeural, Locale: en-IN, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-IN, ArjunIndicNeural), ShortName: en-IN-ArjunIndicNeural, Locale: en-IN, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-IN, NeerjaIndicNeural), ShortName: en-IN-NeerjaIndicNeural, Locale: en-IN, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-IN, PrabhatIndicNeural), ShortName: en-IN-PrabhatIndicNeural, Locale: en-IN, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-IN, AaravNeural), ShortName: en-IN-AaravNeural, Locale: en-IN, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-IN, AashiNeural), ShortName: en-IN-AashiNeural, Locale: en-IN, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-IN, AartiNeural), ShortName: en-IN-AartiNeural, Locale: en-IN, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-IN, ArjunNeural), ShortName: en-IN-ArjunNeural, Locale: en-IN, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-IN, AnanyaNeural), ShortName: en-IN-AnanyaNeural, Locale: en-IN, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-IN, KavyaNeural), ShortName: en-IN-KavyaNeural, Locale: en-IN, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-IN, KunalNeural), ShortName: en-IN-KunalNeural, Locale: en-IN, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-IN, NeerjaNeural), ShortName: en-IN-NeerjaNeural, Locale: en-IN, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-IN, PrabhatNeural), ShortName: en-IN-PrabhatNeural, Locale: en-IN, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-IN, RehaanNeural), ShortName: en-IN-RehaanNeural, Locale: en-IN, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-KE, AsiliaNeural), ShortName: en-KE-AsiliaNeural, Locale: en-KE, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-KE, ChilembaNeural), ShortName: en-KE-ChilembaNeural, Locale: en-KE, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-NG, EzinneNeural), ShortName: en-NG-EzinneNeural, Locale: en-NG, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-NG, AbeoNeural), ShortName: en-NG-AbeoNeural, Locale: en-NG, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-NZ, MollyNeural), ShortName: en-NZ-MollyNeural, Locale: en-NZ, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-NZ, MitchellNeural), ShortName: en-NZ-MitchellNeural, Locale: en-NZ, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-PH, RosaNeural), ShortName: en-PH-RosaNeural, Locale: en-PH, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-PH, JamesNeural), ShortName: en-PH-JamesNeural, Locale: en-PH, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-SG, LunaNeural), ShortName: en-SG-LunaNeural, Locale: en-SG, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-SG, WayneNeural), ShortName: en-SG-WayneNeural, Locale: en-SG, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-TZ, ImaniNeural), ShortName: en-TZ-ImaniNeural, Locale: en-TZ, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-TZ, ElimuNeural), ShortName: en-TZ-ElimuNeural, Locale: en-TZ, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-US, AvaMultilingualNeural), ShortName: en-US-AvaMultilingualNeural, Locale: en-US, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-US, AndrewMultilingualNeural), ShortName: en-US-AndrewMultilingualNeural, Locale: en-US, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-US, EmmaMultilingualNeural), ShortName: en-US-EmmaMultilingualNeural, Locale: en-US, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-US, AlloyTurboMultilingualNeural), ShortName: en-US-AlloyTurboMultilingualNeural, Locale: en-US, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-US, EchoTurboMultilingualNeural), ShortName: en-US-EchoTurboMultilingualNeural, Locale: en-US, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-US, FableTurboMultilingualNeural), ShortName: en-US-FableTurboMultilingualNeural, Locale: en-US, Gender: SynthesisVoiceGender.Neutral

Name: Microsoft Server Speech Text to Speech Voice (en-US, OnyxTurboMultilingualNeural), ShortName: en-US-OnyxTurboMultilingualNeural, Locale: en-US, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-US, NovaTurboMultilingualNeural), ShortName: en-US-NovaTurboMultilingualNeural, Locale: en-US, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-US, ShimmerTurboMultilingualNeural), ShortName: en-US-ShimmerTurboMultilingualNeural, Locale: en-US, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-US, BrianMultilingualNeural), ShortName: en-US-BrianMultilingualNeural, Locale: en-US, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-US, AvaNeural), ShortName: en-US-AvaNeural, Locale: en-US, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-US, AndrewNeural), ShortName: en-US-AndrewNeural, Locale: en-US, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-US, EmmaNeural), ShortName: en-US-EmmaNeural, Locale: en-US, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-US, BrianNeural), ShortName: en-US-BrianNeural, Locale: en-US, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-US, JennyNeural), ShortName: en-US-JennyNeural, Locale: en-US, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-US, GuyNeural), ShortName: en-US-GuyNeural, Locale: en-US, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-US, AriaNeural), ShortName: en-US-AriaNeural, Locale: en-US, Gender: SynthesisVoiceGender.Female

Name: Microsoft Server Speech Text to Speech Voice (en-US, DavisNeural), ShortName: en-US-DavisNeural, Locale: en-US, Gender: SynthesisVoiceGender.Male

Name: Microsoft Server Speech Text to Speech Voice (en-US, JaneNeural), ShortName: en-US-JaneNeural, Locale: en-US, Gender: SynthesisVoiceGender.Female

